fecha_utc,parte,modelo_id,modelo,backend,parametros,caso,variante,corrida,tokens_entrada,tokens_salida,tokens_razonamiento,latencia_s,salida,prediccion,esperado,acierto,costo_usd,error,nota
2026-09-19T16:17:05+00:00,2a,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 30, ""temperature"": 1.6}",medicion,defecto|med|BASE,3,18,4,0,0.7432,Octopus.,,,,5.1e-06,,
2026-09-19T16:17:05+00:00,2a,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 30, ""temperature"": 1.6}",medicion,defecto|med|BASE,6,18,5,0,0.6894,Giraffe.,,,,5.7e-06,,
2026-09-19T16:17:05+00:00,2a,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 30, ""temperature"": 1.6}",medicion,defecto|med|BASE,4,18,5,0,0.8056,Ocelot.,,,,5.7e-06,,
2026-09-19T16:17:05+00:00,2a,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 30, ""temperature"": 1.6}",medicion,defecto|med|BASE,5,18,6,0,0.7975,Aardvark.,,,,6.3e-06,,
2026-09-19T16:17:05+00:00,2a,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 30, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,defecto|med|TOPP_BAJO,0,18,4,0,0.7226,Octopus.,,,,5.1e-06,,
2026-09-19T16:17:05+00:00,2a,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 30, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,defecto|med|TOPP_BAJO,2,18,4,0,0.7474,Octopus.,,,,5.1e-06,,
2026-09-19T16:17:06+00:00,2a,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 30, ""temperature"": 1.6}",medicion,defecto|med|BASE,7,18,5,0,0.8396,Kangaroo.,,,,5.7e-06,,
2026-09-19T16:17:06+00:00,2a,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 30, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,defecto|med|TOPP_BAJO,1,18,4,0,1.1926,Octopus.,,,,5.1e-06,,
2026-09-19T16:17:06+00:00,2a,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 30, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,defecto|med|TOPP_BAJO,3,18,4,0,0.7528,Octopus.,,,,5.1e-06,,
2026-09-19T16:17:06+00:00,2a,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 30, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,defecto|med|TOPP_BAJO,4,18,4,0,0.7039,Octopus.,,,,5.1e-06,,
2026-09-19T16:17:06+00:00,2a,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 30, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,defecto|med|TOPP_BAJO,5,18,4,0,0.8617,Octopus.,,,,5.1e-06,,
2026-09-19T16:17:07+00:00,2a,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 30, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,defecto|med|TOPP_BAJO,6,18,4,0,1.1012,Octopus.,,,,5.1e-06,,
2026-09-19T16:17:07+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 0}",medicion,effort=none|med|T0,0,17,6,0,0.9361,Quokka,,,,1.06e-05,,
2026-09-19T16:17:07+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 0}",medicion,effort=none|med|T0,1,17,6,0,0.8714,Quokka,,,,1.06e-05,,
2026-09-19T16:17:08+00:00,2a,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 30, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,defecto|med|TOPP_BAJO,7,18,4,0,1.4346,Octopus.,,,,5.1e-06,,
2026-09-19T16:17:08+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 0}",medicion,effort=none|med|T0,4,17,6,0,0.857,Quokka,,,,1.06e-05,,
2026-09-19T16:17:08+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 0}",medicion,effort=none|med|T0,5,17,6,0,0.8741,Quokka,,,,1.06e-05,,
2026-09-19T16:17:09+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 0}",medicion,effort=none|med|T0,3,17,6,0,1.4366,Quokka,,,,1.06e-05,,
2026-09-19T16:17:09+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 0}",medicion,effort=none|med|T0,6,17,6,0,1.0983,Quokka,,,,1.06e-05,,
2026-09-19T16:17:10+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6}",medicion,effort=none|med|BASE,0,17,6,0,0.9872,Penguin,,,,1.06e-05,,
2026-09-19T16:17:10+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 0}",medicion,effort=none|med|T0,7,17,6,0,1.0803,Quokka,,,,1.06e-05,,
2026-09-19T16:17:10+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6}",medicion,effort=none|med|BASE,1,17,7,0,1.057,Capybara,,,,1.18e-05,,
2026-09-19T16:17:10+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 0}",medicion,effort=none|med|T0,2,17,6,0,3.4089,Quokka,,,,1.06e-05,,
2026-09-19T16:17:11+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6}",medicion,effort=none|med|BASE,2,17,7,0,1.0427,Wombat,,,,1.18e-05,,
2026-09-19T16:17:11+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6}",medicion,effort=none|med|BASE,3,17,7,0,1.3805,Axolotl,,,,1.18e-05,,
2026-09-19T16:17:11+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6}",medicion,effort=none|med|BASE,4,17,6,0,0.8848,Quokka,,,,1.06e-05,,
2026-09-19T16:17:12+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6}",medicion,effort=none|med|BASE,5,17,7,0,1.1148,Axolotl,,,,1.18e-05,,
2026-09-19T16:17:12+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6}",medicion,effort=none|med|BASE,6,17,7,0,1.0296,Capybara,,,,1.18e-05,,
2026-09-19T16:17:12+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6}",medicion,effort=none|med|BASE,7,17,7,0,0.8639,Capybara,,,,1.18e-05,,
2026-09-19T16:17:12+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,effort=none|med|TOPP_BAJO,0,17,6,0,0.8827,Quokka,,,,1.06e-05,,
2026-09-19T16:17:13+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,effort=none|med|TOPP_BAJO,1,17,6,0,1.1574,Quokka,,,,1.06e-05,,
2026-09-19T16:17:13+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,effort=none|med|TOPP_BAJO,3,17,6,0,0.9218,Quokka,,,,1.06e-05,,
2026-09-19T16:17:13+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,effort=none|med|TOPP_BAJO,4,17,6,0,0.7727,Quokka,,,,1.06e-05,,
2026-09-19T16:17:13+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,effort=none|med|TOPP_BAJO,2,17,6,0,1.7577,Quokka,,,,1.06e-05,,
2026-09-19T16:17:14+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,effort=none|med|TOPP_BAJO,5,17,6,0,0.8506,Quokka,,,,1.06e-05,,
2026-09-19T16:17:14+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,effort=none|med|TOPP_BAJO,6,17,6,0,0.879,Quokka,,,,1.06e-05,,
2026-09-19T16:17:14+00:00,2a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 2000, ""temperature"": 1.6, ""top_p"": 0.01}",medicion,effort=none|med|TOPP_BAJO,7,17,6,0,0.8177,Quokka,,,,1.06e-05,,
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 0, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|T0,0,27,3,0,0.0603,Tiger,,,,0.0,,ollama_total_s=0.058;carga_s=0.005
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 0, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|T0,1,27,3,0,0.0395,Tiger,,,,0.0,,ollama_total_s=0.038;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 0, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|T0,2,27,3,0,0.0371,Tiger,,,,0.0,,ollama_total_s=0.036;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 0, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|T0,3,27,3,0,0.0375,Tiger,,,,0.0,,ollama_total_s=0.036;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 0, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|T0,4,27,3,0,0.0372,Tiger,,,,0.0,,ollama_total_s=0.035;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 0, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|T0,5,27,3,0,0.0371,Tiger,,,,0.0,,ollama_total_s=0.035;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 0, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|T0,6,27,3,0,0.0372,Tiger,,,,0.0,,ollama_total_s=0.035;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 0, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|T0,7,27,3,0,0.0378,Tiger,,,,0.0,,ollama_total_s=0.035;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|BASE,0,27,3,0,0.038,Eagle,,,,0.0,,ollama_total_s=0.035;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|BASE,1,27,2,0,0.0265,fox,,,,0.0,,ollama_total_s=0.024;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|BASE,2,27,3,0,0.0378,Sloth,,,,0.0,,ollama_total_s=0.035;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|BASE,3,27,2,0,0.0271,Cow,,,,0.0,,ollama_total_s=0.025;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|BASE,4,27,2,0,0.0267,bird,,,,0.0,,ollama_total_s=0.024;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|BASE,5,27,3,0,0.0379,Zebra,,,,0.0,,ollama_total_s=0.035;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|BASE,6,27,3,0,0.0383,Crocodile,,,,0.0,,ollama_total_s=0.036;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 1.0}",medicion,think=False|med|BASE,7,27,2,0,0.0265,turtle,,,,0.0,,ollama_total_s=0.024;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 0.01}",medicion,think=False|med|TOPP_BAJO,0,27,3,0,0.0399,Tiger,,,,0.0,,ollama_total_s=0.037;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 0.01}",medicion,think=False|med|TOPP_BAJO,1,27,3,0,0.0401,Tiger,,,,0.0,,ollama_total_s=0.038;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 0.01}",medicion,think=False|med|TOPP_BAJO,2,27,3,0,0.0419,Tiger,,,,0.0,,ollama_total_s=0.039;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 0.01}",medicion,think=False|med|TOPP_BAJO,3,27,3,0,0.0422,Tiger,,,,0.0,,ollama_total_s=0.040;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 0.01}",medicion,think=False|med|TOPP_BAJO,4,27,3,0,0.0415,Tiger,,,,0.0,,ollama_total_s=0.040;carga_s=0.001
2026-09-19T16:17:14+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 0.01}",medicion,think=False|med|TOPP_BAJO,5,27,3,0,0.0398,Tiger,,,,0.0,,ollama_total_s=0.038;carga_s=0.001
2026-09-19T16:17:15+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 0.01}",medicion,think=False|med|TOPP_BAJO,6,27,3,0,0.0381,Tiger,,,,0.0,,ollama_total_s=0.037;carga_s=0.001
2026-09-19T16:17:15+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 100, ""top_p"": 0.01}",medicion,think=False|med|TOPP_BAJO,7,27,3,0,0.0365,Tiger,,,,0.0,,ollama_total_s=0.035;carga_s=0.001
2026-09-19T16:17:15+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 1, ""top_p"": 1.0}",medicion,think=False|med|TOPK1,0,27,3,0,0.0421,Tiger,,,,0.0,,ollama_total_s=0.040;carga_s=0.001
2026-09-19T16:17:15+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 1, ""top_p"": 1.0}",medicion,think=False|med|TOPK1,1,27,3,0,0.0406,Tiger,,,,0.0,,ollama_total_s=0.039;carga_s=0.001
2026-09-19T16:17:15+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 1, ""top_p"": 1.0}",medicion,think=False|med|TOPK1,2,27,3,0,0.0401,Tiger,,,,0.0,,ollama_total_s=0.038;carga_s=0.001
2026-09-19T16:17:15+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 1, ""top_p"": 1.0}",medicion,think=False|med|TOPK1,3,27,3,0,0.0405,Tiger,,,,0.0,,ollama_total_s=0.039;carga_s=0.001
2026-09-19T16:17:15+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 1, ""top_p"": 1.0}",medicion,think=False|med|TOPK1,4,27,3,0,0.0401,Tiger,,,,0.0,,ollama_total_s=0.039;carga_s=0.001
2026-09-19T16:17:15+00:00,2a,open_weight_pequeno,qwen3:1.7b,ollama,"{""num_predict"": 20, ""temperature"": 1.6, ""think"": false, ""top_k"": 1, ""top_p"": 1.0}",medicion,think=False|med|TOPK1,5,27,3,0,0.0374,Tiger,,,,0.0,,ollama_total_s=0.036;carga_s=0.002
